,label,text
366,True,the averag econom vacanc rate shall not exceed 15 per cent. properti under develop shall be exclud from thi calculation.
368,True,invest in interest bear instrument shall not exceed 25 per cent.
370,True,net invest in one calendar year shall not exceed 0.2 per cent of the net asset valu of the invest portfolio
371,True,"agreement with real estat asset manag organis or invest partner shall contain provis to ensur that the total annual fee paid per year doe not exceed a maximum amount, which shall not be abov usd 30 million. perform fee accru abov the maximum amount may be paid the follow years, subject to the maximum annual pay out limit and excess return over the relev time period."
375,True,"the maximum debt ratio for individu investments. the execut board shall limit the possibl to includ invest in the infrastructur portfolio for renew energy, cf, the requir about primari busi in section 2-1 first paragraph letter d."
379,True,direct invest in unlist infrastructur for renew energi can onli be undertaken in develop market in europ and north america.
381,True,direct invest in unlist infrastructur for renew energi can not be undertaken in emerg markets.
383,True,invest in project in the construct phase shall not exceed 40 per cent of the maximum alloc to unlist infrastructur for renew energy.
385,True,the manag of the portfolio for unlist infrastructur for renew energi shall be organis with the aim that the debt ratio of the portfolio over time shall not exceed 60 per cent.
386,True,the debt ratio for singl invest in unlist infrastructur for renew energi shall not exceed 70 per cent.
388,True,the invest portfolio may onli be invest in unlist compani or other legal entiti where unlist infrastructur for renew energi repres a minimum of 80 per cent of the activities.
391,True,invest in fund for renew energi shall not exceed 10 per cent of the maximum alloc to unlist infrastructur for renew energy.
392,True,ii. the invest portfolio may onli be invest in fund that target a minimum of 70 per cent of their invest to be in unlist infrastructur for renew energy.
394,True,invest with a singl extern manag shall not exceed 0.5 per cent of the net asset valu of the invest portfolio.
396,True,3.3.5 co-invest with a singl invest partner in unlist real estat or unlist infrastructur for renew energi shall not exceed 0.5 per cent of the net asset valu of the invest portfolio. the execut board may grant exempt from thi gener rule.
397,True,"3.3.6 agreement with extern manag shall contain provis to ensur that the total annual fee paid per year per extern mandat doe not exceed a maximum amount, which shall not be abov usd 30 million. perform fee accru abov the maximum amount may be paid the follow years, subject to the maximum annual pay out limit and excess return over the relev time period."
398,False,"3.3.7 the limit set out in the ministri mandat section 2-5 paragraph 1 to 9 and subsequ chang to these limit shall be present to the ministri at least three week prior toth approv , unless special circumst indic a shorter time limit."
401,True,invest and divest in real estat and infrastructur for renew energi abov usd 500 million shall be approv by the execut board.
405,False,the ministri shall be inform of ani materi breach of the limit in the ministri mandat section 2-4 and 2-5.
406,True,"the fund shall be invest in such a way that it is possible, with a reason degre of assurance, to manag the fund within the quantit risk limit as laid down by the ministri of financ and thi invest mandate. in the event that invest restrict in section 3.3 are exceeded, nbim ceo shall notifi the execut board and assess how the portfolio may be brought within the limit in an appropri and cost-effect manner."
407,False,4. entri into forc
408,False,thi invest mandat enter into forc 1 januari 2020.
409,False,thi invest mandat shall be submit to the execut board for review annually.
420,True,"(4) if the equiti share in the actual benchmark index deviat by more than two percentag point from the equiti share in the strateg benchmark index at the last trade day of the month, rebalanc is triggered. the ministri set more detail provis on the rebalanc of the actual benchmark index."
427,True,a) govern bonds: 70 per cent b) corpor bonds: 30 per cent
428,True,(2) the govern bond sub-index of the benchmark index for the bond portfolio comprises: a) all secur issu by countri classifi as a develop market and includ in the bloomberg barclay global inflation-link (series-l) bond index b) all secur issu by countri classifi as a develop market and includ in the segment “treasuries” of the bloomberg barclay global aggreg bond index c) all secur issu in develop market currenc includ in the supran sub-seg (of the government-rel segment) of the bloomberg barclay global aggreg bond index.
429,True,"(3) bond issu by supran organis are alloc to countri in the govern bond sub-index base on the underli currenc denomination. bond issu by supran organis in euro are alloc to the categori “supran (eur)”, with a correspond gdp weight as describ in the sixth paragraph."
